,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
270,2,MemberOf,category,137,Data Neutralization Issues,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
271,3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
272,4,MemberOf,category,1019,Validate Inputs,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
273,5,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
274,6,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
275,7,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
276,8,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
277,9,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
278,10,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
279,11,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
280,12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
281,13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
282,14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
283,15,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
284,16,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
285,17,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
286,18,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
287,19,MemberOf,view,884,CWE Cross-section,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
288,20,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
289,21,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
290,22,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
291,23,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
292,24,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
293,25,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
294,26,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,300,78,"['ViZDoom', 'numpy', 'aim', 'langflow', 'matplotlib', 'Spearmint', 'bigartm', 'DI-engine', 'blaze', 'catalyst', 'typer', 'nilearn', 'mlflow', 'zipline', 'determined', 'retro', 'rep', 'open-webui', 'jax', 'mindsdb', 'deeplake', 'pyqtgraph', 'gensim', 'cortex', 'tensorflow', 'PyStanfordDependencies', 'pydantic', 'mist', 'open-metric-learning', 'neuraltalk', 'danswerai', 'pytorch-lightning', 'shogun', 'rasa', 'loso', 'statsmodels', 'superset', 'bokeh', 'pytorch-image-models', 'ray', 'pynlpl', 'DIGITS', 'mlens', 'scikit-learn-intelex', 'mars', 'catboost', 'colibri-core', 'pytorch', 'deeppy', 'skll', 'gradio', 'streamlit', 'altair', 'bentoml', 'xgboost', 'dash', 'scikit-image', 'transformers', 'detectron2']"
